SNo.,date,startup,vertical,subvertical,city,investors,round,amount,year,month,investors_clean
1468,2016-08-23,Octoai,Technology,Artificial Intelligence Based Marketing Platform,New Delhi,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal",Seed Funding,1.7,2016,8,"Outbox Ventures, Jaspreet Bindra, Arjun Malhotra, Rohan Malhotra, Sidharth Rao, Rakesh Agrawal"
1469,2016-08-24,Shaadisaga,Consumer Internet,Wedding Website Creator,New Delhi,"ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani",Seed Funding,0.0,2016,8,"Ah! Ventures, Anupam Mittal, Kunal Shah, Sandeep Tandon, Dheeraj Jain, Rohit Chokhani"
1470,2016-08-24,Unaacademy,Consumer Internet,Free Interactive Education Platform,Bangalore,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal, Kunal Shah, Sandeep Tandon, Ashish Tulsian",Private Equity,8.5,2016,8,"Blume Ventures, Sachin Bansal, Vijay Shekhar Sharma, Binny Bansal, Kunal Shah, Sandeep Tandon, Ashish Tulsian"
1471,2016-08-24,Advenio,Technology,Clinical Imaging Solution Provider,Chandigarh,Kalaari Capital,Seed Funding,0.85,2016,8,Kalaari Capital
1472,2016-08-24,Guarented,E Commerce,Home Furnishing Rental Marketplace,Bangalore,Kalaari Capital,Seed Funding,4.25,2016,8,Kalaari Capital
1473,2016-08-24,Beyond Evolution,Technology,Mobile Apps & Tech Services Provider,Gurgaon,"Vineet Taneja, Kamal Puri",Seed Funding,0.0,2016,8,"Vineet Taneja, Kamal Puri"
1474,2016-08-24,Uber Dreams,E Commerce,Dreams Fulfilling Marketplace,Mumbai,Mohit Lalvani,Seed Funding,4.25,2016,8,Mohit Lalvani
1475,2016-08-24,Convegenius,Education,Edutainment Platform,Noida,Michael and Susan Dell Foundation,Private Equity,7.65,2016,8,"Michael, Susan Dell Foundation"
1476,2016-08-24,Urban Ladder,E Commerce,Online Furniture Store,Mumbai,Trifecta Capital,Private Equity,25.5,2016,8,Trifecta Capital
1477,2016-08-24,Encashea,Consumer Internet,Scrap Collection And Recycling Platform,Bangalore,"Kunal Shah, Sandeep Tandon, Tracxn Labs",Seed Funding,0.0,2016,8,"Kunal Shah, Sandeep Tandon, Tracxn Labs"
1478,2016-08-25,Engineerbabu,Technology,Mobile App & Web Development Company,Indore,Scale Ventures,Seed Funding,0.0,2016,8,Scale Ventures
1479,2016-08-25,Cult,Healthcare,Health And Fitness Centres,Bangalore,CureFit,Private Equity,25.5,2016,8,Curefit
1480,2016-08-25,Witworks,Technology,Consumer Iot Startup,Bangalore,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha",Seed Funding,0.0,2016,8,"Fireside Ventures, Investopad, P39 Capital, Anupam Mittal, Pranay Jivrajka, Maninder Gulati, Abhinav Sinha"
1481,2016-08-25,Nearfox,Consumer Internet,Local Lifestyle Content And Discovery Platform,Mumbai,"Globevestor Angel Fund, Devendra Rane, Ravi Jain, Arpan Nagdeve",Seed Funding,0.0,2016,8,"Globevestor Angel Fund, Devendra Rane, Ravi Jain, Arpan Nagdeve"
1482,2016-08-25,Zoomcar,Consumer Internet,Self-Driven Car Booking Platform,Bangalore,Ford Smart Mobility Llc,Private Equity,204.0,2016,8,Ford Smart Mobility Llc
1483,2016-08-26,Plix,Consumer Internet,Photo And Video Sharing App,Gurgaon,Instalabs,Seed Funding,4.25,2016,8,Instalabs
1484,2016-08-26,Mobikwik,Consumer Internet,Digital Wallet Platform,Gurgaon,Net1 UEPS Technologies Inc,Private Equity,340.0,2016,8,Net1 Ueps Technologies Inc
1485,2016-08-26,Mydidi,Consumer Internet,"On-Demand, Hyper-Local Cleaning Services Provider",Mumbai,Undisclosed Ex Mckinsey Directors and Partners,Seed Funding,4.675,2016,8,"Undisclosed Ex Mckinsey Directors, Partners"
1486,2016-08-26,Crownit,Consumer Internet,Cashback Mobile App,Gurgaon,"Kunal Shah & Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran",Seed Funding,0.0,2016,8,"Kunal Shah, Sandeep Tandon, Girish Mathrubootham, Anand Chandrasekaran"
1487,2016-08-29,Loantap,Consumer Internet,Lending Platform For Salaried Professionals,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,25.5,2016,8,"Dr. Abhishek Pandey, Jaysukh Sapra"
1488,2016-08-29,Runnr,Consumer Internet,Hyperlocal Logistics Services Provider,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,59.5,2016,8,"Nexus Venture Partners, Blume Ventures"
1489,2016-08-29,Zolo,Consumer Internet,On-Demand Online Talent Marketplace,Noida,Hitouch AG,Private Equity,0.0,2016,8,Hitouch Ag
1490,2016-08-29,Notion Press,Consumer Internet,Self-Publishing Books Platform,Chennai,Undisclosed HNI investors,Private Equity,8.5,2016,8,Undisclosed Hni Investors
1491,2016-08-29,Livspace,Consumer Internet,Online Portal For Home Design,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,127.5,2016,8,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures"
1492,2016-08-30,Iaugmentor Labs,Technology,Assessment & Learning Platform,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Funding,1.2665,2016,8,"Rajasthan Angel Investor Network, Undisclosed Investors"
1493,2016-08-30,Daybox,Consumer Internet,Fruit & Vegetable Delivery Platform,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,0.884,2016,8,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta, Undisclosed Investors"
1494,2016-08-30,Paytm,E Commerce,Mobile Wallet & Ecommerce Platform,Bangalore,MediaTek Inc.,Private Equity,510.0,2016,8,Mediatek Inc
1495,2016-08-30,Cropin,Technology,Agriculture Technology Solutions,Bangalore,Sophia Investment ApS,Private Equity,17.0,2016,8,Sophia Investment Aps
1496,2016-08-30,Canvera,Consumer Internet,Photographer Discovery & Information Platform,Bangalore,Info Edge (India) Ltd,Private Equity,25.5,2016,8,Info Edge  Ltd
1497,2016-08-30,Prime Focus Technologies,Technology,Hybrid Cloud Technology Enabled Media Erp Platform,Mumbai,Ambit Pragma,Private Equity,0.0,2016,8,Ambit Pragma
1498,2016-08-31,Flyrobe,E Commerce,Online Fashion Rental Platform,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,45.05,2016,8,"Idg Ventures, Sequoia Capital, Gree Ventures"
1499,2016-08-31,Inclov,Consumer Internet,Matchmaking App For Disabled,Mumbai,"Sarbvir Singh, Raghav Bahl",Seed Funding,0.0,2016,8,"Sarbvir Singh, Raghav Bahl"
1500,2016-07-01,Razorpay,Consumer Internet,Online Payment Gateway,Bangalore,MasterCard,Private Equity,0.0,2016,7,Mastercard
1501,2016-07-01,Darwinbox,Technology,Hr Software Services Startup,Hyderabad,"3one4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners",Seed Funding,0.0,2016,7,"3One4 Capital, Tracxn Labs, Aaruha Technology Fund, Endiya Partners"
1502,2016-07-01,Venture Catalysts,Consumer Internet,Seed Investment & I Ovation Platform,Mumbai,Zaffiro Ventures,Seed Funding,4.25,2016,7,Zaffiro Ventures
1503,2016-07-01,Pressplay Tv,Consumer Internet,Video Content Discovery Platform,New Delhi,"Sequoia Capital, SD Ventures, Vistaar Investment Advisors Pvt. Ltd.",Private Equity,0.0,2016,7,"Sequoia Capital, Sd Ventures, Vistaar Investment Advisors Pvt. Ltd"
1504,2016-07-02,Playment,Consumer Internet,Mobile Marketplace For Crowdsourced Work,Bangalore,SAIF Partners,Private Equity,5.95,2016,7,Saif Partners
1505,2016-07-04,Wealthtrust,Consumer Internet,Wealth Management App,Mumbai,India Quotient,Seed Funding,0.0,2016,7,India Quotient
1506,2016-07-04,Curefit,Consumer Internet,Online Preventive Healthcare Platform,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,127.5,2016,7,"Accel, Idg Ventures, Kalaari Capital"
1507,2016-07-04,Stitchwood,E Commerce,Custom Furniture Online,Mumbai,Deepak Gupta,Seed Funding,1.7,2016,7,Deepak Gupta
1508,2016-07-04,Grab,Logistics,Hyperlocal Logistics Service,Mumbai,Aramex Ventures Llc,Private Equity,17.0,2016,7,Aramex Ventures Llc
1509,2016-07-04,Fulfilio,Consumer Internet,Cloud Based Erp Software,US,Rajan Anandan,Seed Funding,0.0,2016,7,Rajan Anandan
1510,2016-07-04,Neogrowth,Finance,Sme Lending Platform,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,136.0,2016,7,"Iifl Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada"
1511,2016-07-05,Seedoc,Consumer Internet,Video Based Doctor Consulting Platform App,Gurgaon,YourNest Angel Fund & Others,Private Equity,8.5,2016,7,"Yournest Angel Fund, Undisclosed Investors"
1512,2016-07-05,Bookmyshow,Consumer Internet,Event & Movie Ticketing Platform,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,697.0,2016,7,"Stripes Group, Network 18, Accel, Saif Partners"
1513,2016-07-05,Flyrobe,E Commerce,Online Fashion Rental Platform,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath, Abhishek Jain",Seed Funding,14.45,2016,7,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath, Abhishek Jain"
1514,2016-07-06,Happilyunmarried,E Commerce,Online Merchandize Etailer,New Delhi,Info Edge (India) Ltd,Private Equity,6.29,2016,7,Info Edge  Ltd
1515,2016-07-06,Dont Scratch Your Head,Technology,Full Stack Offline & Online Erp Solution,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,2.125,2016,7,"Gaurav Singhvi, Zaffiro Ventures"
1516,2016-07-06,Wedding Wishlist,Consumer Internet,"Wedding Wishlist, Gifts & Registry Creation Platform",Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,2.5245,2016,7,"Kirthiga Reddy, Renuka Ramanath, Cherry Tin"
1517,2016-07-07,Appdaily,Technology,Mobile Security App Development & Distribution,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,17.0,2016,7,"Kalaari Capital, Qualcomm Ventures, Ru-Net, Zodius Technology Opportunities Fund"
1518,2016-07-07,Adytude,Consumer Internet,Gamified Consumer Insights Portal,New Delhi,Indian Angel Network,Private Equity,8.5,2016,7,Indian Angel Network
1519,2016-07-07,Quickli,Logistics,On-Demand Delivery Startup,Gurgaon,"AVG Group, 500 Startups",Private Equity,0.0,2016,7,"Avg Group, 500 Startups"
1520,2016-07-07,Spectravr,Technology,Virtual Reality Content Studio,Mumbai,Rothenberg Ventures,Seed Funding,0.0,2016,7,Rothenberg Ventures
1521,2016-07-08,Pitstop,Consumer Internet,Online Car Repair And Servicing Booking Platform,Bangalore,"Alex Chua, Rahul Garg",Seed Funding,0.0,2016,7,"Alex Chua, Rahul Garg"
1522,2016-07-08,Holachef,Consumer Internet,Online Food Ordering & Delivery Platform,Mumbai,"Kalaari Capital, India Quotient",Private Equity,16.575,2016,7,"Kalaari Capital, India Quotient"
1523,2016-07-11,Purplle,E Commerce,Beauty Products Marketplace,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,51.0,2016,7,"Jsw Ventures, Blume Ventures, Ivycap Ventures"
1524,2016-07-11,Trak N Tell,Technology,Car Tracking & Safety System,Gurgaon,Brian Acton,Private Equity,29.75,2016,7,Brian Acton
1525,2016-07-11,Overcart,E Commerce,Unboxed & Refurbished Electronic Products Marketplace,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,25.5,2016,7,"Jsw Ventures, Omidyar Network, Sattva Capital, Venture Works"
1526,2016-07-12,Sirionlabs,Technology,Saas Based Service Agreement Management,Gurgaon,Sequoia Capital,Private Equity,104.125,2016,7,Sequoia Capital
1527,2016-07-12,Gyandhan,Consumer Internet,Education Focused Financing Platform,New Delhi,"Stanford Angels & Entrepreneurs, Harvard Angels",Seed Funding,0.0,2016,7,"Stanford Angels, Entrepreneurs, Harvard Angels"
1528,2016-07-12,Mintm,Consumer Internet,Digital Marketing & Adtech Platform,Bangalore,"Mumbai Angels, Times Internet",Private Equity,0.0,2016,7,"Mumbai Angels, Times Internet"
1529,2016-07-12,Hitgrit,Consumer Internet,Online Legal Consultation Platform,Chandigarh,"Ashish Mahajan, Sarvesh Sharma",Seed Funding,0.0,2016,7,"Ashish Mahajan, Sarvesh Sharma"
1530,2016-07-12,Find My Stay,Consumer Internet,Online Budget Hotel Aggregator & Booking Platform,New Delhi,"Rishi Parti, Yogesh Bansal",Seed Funding,0.0,2016,7,"Rishi Parti, Yogesh Bansal"
1531,2016-07-13,Yaap,Consumer Internet,"Online Content Discovery, Creation & Distribution Platform",New Delhi,Rainmaker Ventures,Private Equity,42.5,2016,7,Rainmaker Ventures
1532,2016-07-13,Utoo Cabs,Consumer Internet,Cab Aggregation & Rental Platform,Chennai,Ajay Piramal,Seed Funding,0.0,2016,7,Ajay Piramal
1533,2016-07-13,Twigly,Consumer Internet,Online Food Ordering & Delivery Startup,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,5.1,2016,7,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia"
1534,2016-07-13,Sharechat,Consumer Internet,Vernacular Language Content Creation & Sharing App,Bangalore,"SAIF Partners, India Quotient",Private Equity,11.475,2016,7,"Saif Partners, India Quotient"
1535,2016-07-13,Urban Tailor,Consumer Internet,E-Tailoring Service Provider,Bangalore,Unitus Seed Fund,Private Equity,0.0,2016,7,Unitus Seed Fund
1536,2016-07-13,Rentmojo,Consumer Internet,Online Furniture Renting Platform,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,42.5,2016,7,"Accel, Idg Ventures India"
1537,2016-07-13,Cityfurnish,Consumer Internet,Online Furniture Renting Platform,Gurgaon,Brand Capital,Seed Funding,0.0,2016,7,Brand Capital
1538,2016-07-13,Heal Institute,Healthcare,Sports Focused Healthcare Startup,Mumbai,"Jaspal Bindra, Parth Jindal",Seed Funding,0.0,2016,7,"Jaspal Bindra, Parth Jindal"
1539,2016-07-14,Augrav,E Commerce,Personalized Precious Jewellery Etailer,Coimbatore,Keiretsu Forum,Seed Funding,3.825,2016,7,Keiretsu Forum
1540,2016-07-14,Shoppinpal,Technology,M-Commerce Solutions For Retail Stores,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,9.095,2016,7,"Plug, Play Tech Center, Steelhead Ventures, Undisclosed Investors"
1541,2016-07-14,Transtutors Askiitians,Consumer Internet,Online Education & Tutoring Portals,New Delhi,500 Startups,Private Equity,0.0,2016,7,500 Startups
1542,2016-07-15,Workapps,Technology,Enterprise Work Management Software,Pune,SRI Capital,Seed Funding,8.5,2016,7,Sri Capital
1543,2016-07-15,Bankerbay,Consumer Internet,Online Investment Banking Platform,Bangalore,undisclosed investors,Private Equity,17.0,2016,7,Undisclosed Investors
1544,2016-07-15,Baggout,E Commerce,Womens Fashion Etailer,New Delhi,"Sumit Jain, Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan",Seed Funding,0.0,2016,7,"Sumit Jain, Anurag Gupta, Varun Khanna, Faraz Khan"
1545,2016-07-15,Tripshelf,E Commerce,Travel Package Marketplace,New Delhi,GEMS group,Seed Funding,2.125,2016,7,Gems Group
1546,2016-07-15,Satvacart,E Commerce,Online Grocers,New Delhi,"Abhijit Avasthi, Karan Chellani, SP Vijay",Seed Funding,0.0,2016,7,"Abhijit Avasthi, Karan Chellani, Sp Vijay"
1547,2016-07-15,Ridlr,Consumer Internet,Public Transport Mobile App,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,51.0,2016,7,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures"
1548,2016-07-18,Yellowdig,Consumer Internet,Online Learning Platform,Pune,SRI Capital,Seed Funding,5.525,2016,7,Sri Capital
1549,2016-07-18,Zuppler,Consumer Internet,Online Food Ordering Platform,New Delhi,SRI Capital,Seed Funding,5.525,2016,7,Sri Capital
1550,2016-07-18,Bluestone,E Commerce,Jewellery Etailer,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,255.0,2016,7,"IIFL, Accel, Kalaari Capital, Ivycap Ventures, Rb Investments"
1551,2016-07-18,Underdogs,Technology,Game Development Startup,Mumbai,Intelli Reboot Digital Pvt. Ltd,Private Equity,0.0,2016,7,Intelli Reboot Digital Pvt. Ltd
1552,2016-07-18,Imageprovision,Technology,Image Analysis Solutions,Pune,Satish Jamdar,Seed Funding,0.0,2016,7,Satish Jamdar
1553,2016-07-19,Sagacito,Technology,Cloud-Based Enterprise Solutions,New Delhi,Star India Pvt. Ltd,Private Equity,85.0,2016,7,Star India Pvt. Ltd
1554,2016-07-19,Deal4Loans Wishfin,Consumer Internet,Nloans Comparison Platform,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,127.5,2016,7,Franklin Templeton International Services Pvt. Ltd
1555,2016-07-19,Niyo Solutions,Technology,Payroll & Benefits Software Solutions,Bangalore,Prime Venture Partners,Private Equity,8.5,2016,7,Prime Venture Partners
1556,2016-07-19,Applop,Consumer Internet,Mobile Apps Saas Platform,Gurgaon,Green House Ventures Accelerator,Seed Funding,2.125,2016,7,Green House Ventures Accelerator
1557,2016-07-20,Tax2Win,Consumer Internet,Online Tax Filing Portal,Jaipur,Undisclosed Investors,Private Equity,8.5,2016,7,Undisclosed Investors
1558,2016-07-20,Truckola,Logistics,Tech-Focused Cargo Transport Startup,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,5.0575,2016,7,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak, Nihit Agarwal, Suramya Gupta"
1559,2016-07-20,Iserve Financial,Consumer Internet,Loan Comparison & Deals Platform,Pune,Nilesh Shah,Seed Funding,0.0,2016,7,Nilesh Shah
1560,2016-07-21,Mytaxiindia,Consumer Internet,Online Car Rental Booking Platform,New Delhi,Nihon Kotsu Co,Private Equity,8.5,2016,7,Nihon Kotsu Co
1561,2016-07-21,Aberuk,E Commerce,Online Marketplace For Books,Bangalore,Swastika Company Pvt Ltd,Seed Funding,0.0,2016,7,Swastika Company Pvt Ltd
1562,2016-07-21,Wiwigo,Consumer Internet,Inter-City Taxi Booking Platform,Bangalore,Indian Angel Network,Seed Funding,5.0575,2016,7,Indian Angel Network
1563,2016-07-21,Drums Food,Food and Beverages,Yogurt And Ice Cream Maker,Mumbai,"Verlinvest, DSG Consumer Partners",Unknown,0.0,2016,7,"Verlinvest, Dsg Consumer Partners"
1564,2016-06-01,Chikoop,Consumer Internet,Free Ad Based Voice Calling,Indore,Undisclosed Investors,Seed Funding,0.0,2016,6,Undisclosed Investors
1565,2016-06-01,Bridgei2I,Technology,Data Analytics Platform,Bangalore,Edelweiss Private Equity,Private Equity,0.0,2016,6,Edelweiss Private Equity
1566,2016-06-02,Droom,E Commerce,Online Marketplace For Used Automobiles,New Delhi,"Beenext, Digital Garage, Lightbox, Beenos",Private Equity,0.0,2016,6,"Beenext, Digital Garage, Lightbox, Beenos"
1567,2016-06-02,Visit,Consumer Internet,On-Demand Healthcare Service Provider,New Delhi,MapmyIndia,Seed Funding,0.0,2016,6,Mapmyindia
1568,2016-06-02,Atomberg,Technology,"Smart, Energy Efficient Home Appliance Manufacturer",Mumbai,Parampara Capital,Private Equity,8.5,2016,6,Parampara Capital
1569,2016-06-02,Coutloot,E Commerce,Fashion Re-Commerce Platform,Mumbai,Venture Catalysts,Seed Funding,0.0,2016,6,Venture Catalysts
1570,2016-06-02,Limo,Consumer Internet,Bus Aggregator Mobile App,Mumbai,Rainmaker Ventures,Private Equity,8.5,2016,6,Rainmaker Ventures
1571,2016-06-03,Icliniq,Consumer Internet,Doctor Consultation Platform,Bangalore,MadhanKumar Madathupalayam,Seed Funding,0.0,2016,6,Madhankumar Madathupalayam
1572,2016-06-03,Gogo Truck,Consumer Internet,Truck Aggregator & Booking Platform,Chennai,Undisclosed Investor,Seed Funding,0.6375,2016,6,Undisclosed Investors
1573,2016-06-03,Vyome Biosciences,Healthcare,Treatment Development For Antibiotic-Resistant Diseases,New Delhi,Romulus Capital,Private Equity,17.0,2016,6,Romulus Capital
1574,2016-06-06,Sillymonks,Consumer Internet,Digital Media And Entertainment Startup,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,3.808,2016,6,Sreenivasa Reddy Musani
1575,2016-06-07,Cuemath,Education,K-12 Maths Learning Courses,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,34.0,2016,6,"Sequoia Capital, Unitus Seed Fund"
1576,2016-06-07,Krazybee,Consumer Internet,Student Micro-Loan Platform,Bangalore,"Yeahmobi, Fenqile",Private Equity,17.0,2016,6,"Yeahmobi, Fenqile"
1577,2016-06-07,Intgrea,Technology,Post Merger Integration Partners,Bangalore,Undisclosed Investor,Seed Funding,0.85,2016,6,Undisclosed Investors
1578,2016-06-07,Helpshift,Technology,Mobile Crm Platform,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,195.5,2016,6,"Microsoft Ventures, Salesforce Ventures"
1579,2016-06-07,Creditvidya,Technology,Credit Scoring Platform,Mumbai,Kalaari Capital,Private Equity,8.5,2016,6,Kalaari Capital
1580,2016-06-08,Grey Campus,Consumer Internet,Online Learning Platform,Hyderabad,Sarath Sura,Seed Funding,8.5,2016,6,Sarath Sura
1581,2016-06-08,Listup,E Commerce,Location Based Classified Mobile App,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,4.25,2016,6,"Kae Capital, Kunal Shah, Sandeep Tandon"
